,hosp_num,hosp_name,full_address,addr,city_state_zip,nicu_beds,num_neonats,neonat_names,referral
500,500,ST. MARY'S HEALTH CENTER; ST. LOUIS UNIVERSITY,"6420 Clayton Rd. St. Louis, MO 63117",6420 Clayton Rd.,"St. Louis, MO 63117",Level IIIA; NICU Beds: 32,Neonatologists:,NA,"Refer to Neonatologists Group of Cardinal Glennon Children's Hospital St. Louis University, St. Louis, MO"
501,501,RIVER OAK HOSPITAL,"1030 River Oaks Dr. Flowood, MS 39232",1030 River Oaks Dr.,"Flowood, MS 39232",Level IIIB; NICU Beds: 20,Neonatologists:,NA,"Refer to Neonatologists Group of Mississippi Baptist Medical Center, Jackson, MS"
502,502,MEMORIAL HOSPITAL AT GULFPORT,"4500 13th St. Gulfport, MS 39502-1810",4500 13th St.,"Gulfport, MS 39502-1810",Level IIIB; NICU Beds: 17,Neonatologists: 5,Neonatologists names: Randal Henderson; David Kuhlmann; Ken Schroeter; Kerry Stewart; White Clinton,NA
503,503,FORREST GENERAL HOSPITAL,"6051 Us 49 Hattiesburg, MS 39401",6051 Us 49,"Hattiesburg, MS 39401",Level IIIB; NICU Beds: 25,Neonatologists: 3,Neonatologists names: Randall Henderson; Kerry Stewart; Clint White,NA
504,504,WESLEY MEDICAL CENTER - HATTIESBURG,"5001 Hardy St. Hattiesburg, MS 39404",5001 Hardy St.,"Hattiesburg, MS 39404",Level IIIA; NICU Beds: 14,Neonatologists: 2,Neonatologists names: Alan Brinson; Rolando Volar,NA
505,505,CENTRAL MISSISSIPPI MEDICAL CENTER,"1850 Chadwick Dr. Jackson, MS 39204",1850 Chadwick Dr.,"Jackson, MS 39204",Level IIIA; NICU Beds: 22,Neonatologists:,NA,"Refer to Neonatologists Group of Mississippi Baptist Medical Center, Jackson, MS"
506,506,MISSISSIPPI BAPTIST MEDICAL CENTER,"1225 N. State St. Jackson, MS 39202",1225 N. State St.,"Jackson, MS 39202",Level IIIB; NICU Beds: 32,Neonatologists: 8,Neonatologists names: Mitzi Ferguson; Cris Glick; Daniel McCaughan; Jason Miller; Jack Owens; Kenny Robbins; David Temple; Dave Wender,NA
507,507,ST. DOMINIC - JACKSON MEMORIAL HOSPITAL,"969 Lakeland Dr. Jackson, MS 39216",969 Lakeland Dr.,"Jackson, MS 39216",Love IIIB; NICU Beds: 20,Neonatologists:,NA,"Refer to Neonatologists Group of Mississippi Baptist Medical Center, Jackson, MS"
508,508,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,"2500 N. State St. Jackson, MS 39216-4505",2500 N. State St.,"Jackson, MS 39216-4505",Level IIIC; NICU Beds: 90,Neonatologists: 8,Neonatologists names: Abhay Bhatt; Leigh Campbell; Mobolaji Famuyide; Glen Graves; Kelly Hersey; Mary Anne Kosek; Philip Rhodes; Samuyide,NA
509,509,WOMENS HOSPITAL AT RIVER OAKS,"1026 N. Flowood Dr. Jackson, MS 39232",1026 N. Flowood Dr.,"Jackson, MS 39232",Level IIIA; NICU Beds: 15,Neonatologists:,NA,"Refer to Neanatologists Group of Mississippi Baptist Medical Center, Jackson, MS"
510,510,ANDERSON REGIONAL MEDICAL CENTER,"2124 14th Street Meridian, MS 39301",2124 14th Street,"Meridian, MS 39301",Level IIIB; NICU Beds: 10,Neonatologists: 3,Neonatologists names: Robert Blubaugh; Roland Boyd; Dave Kulmann,NA
511,511,RUSH FOUNDATION HOSPITAL,"1314 19th Ave. Meridian, MS 39303",1314 19th Ave.,"Meridian, MS 39303",Level IIIA; NICU Beds: 12,Neonatologists: 2,Neonatologists names: Robert Blubaugh; Roland Boyd,NA
512,512,NORTH MISSISSIPPI MEDICAL CENTER; WOMEN'S HOSPITAL,"4566 South Eason Blvd. Tupelo, MS 38801",4566 South Eason Blvd.,"Tupelo, MS 38801",Level IIIB; NICU Beds: 34,Neonatologists: 4,Neonatologists names: Bryan Darling; John Nading; Patrick O'Mara; Dennis Wright,NA
513,513,BILLINGS CLINIC,"2800 Tenth Ave. North Billings, MT 59107",2800 Tenth Ave. North,"Billings, MT 59107",Level IIIA; NICU Beds: 13,Neonatologists: 1,Neonatologists names: Nadine Seger,NA
514,514,SAINT VINCENT HEALTHCARE,"1233 N. 30th St. Billings, MT 59107",1233 N. 30th St.,"Billings, MT 59107",Level IIIB; NICU Beds: 24,Neonatologists: 4,Neonatologists names: Kari Barrett; Jeffrey Carroll; Alison Rentz; Kathleen Stevens,NA
515,515,BENEFIS HOSPITALS,"1101 26th St., S. Great Falls, MT 59405","1101 26th St., S.","Great Falls, MT 59405",Level IIIB; NICU Beds: 25,Neonatologists: 3,Neonatologists names: Sarah Kenney; Cynthia Padilla; Phillip Riedel,NA
516,516,COMMUNITY MEDICAL CENTER,"2827 Fort Missoula Rd. Missoula, MT 59804",2827 Fort Missoula Rd.,"Missoula, MT 59804",Level IIIB; NICU Beds: 22,Neonatologists: 1,Neonatologists names: Janet Hiller,NA
517,517,MISSION HOSPITALS,"509 Biltmore Ave. Asheville, NC 28801",509 Biltmore Ave.,"Asheville, NC 28801",Level IIIB; NICU Beds: 51,Neonatologists: 5,Neonatologists names: Stanley Dalton; Paul Furigay; Sim Rentz; Eric Thingroll; Charles Yoder,NA
518,518,ALAMANCE REGIONAL MEDICAL CENTER,"1240 Huffman Mill Rd. Burlington, NC 27215",1240 Huffman Mill Rd.,"Burlington, NC 27215",Leval IIB; NICU Beds: 9,Neonatologists:,NA,"Refer to Neonatologists Group of Duke University Medical Center, Durham, NC"
519,519,WAKE MED - CARY HOSPITAL,"1900 Kildaire Farm Rd. Cary, NG 27518",1900 Kildaire Farm Rd.,"Cary, NG 27518",Level IIIA; NICU Beds: 8,Neonatologists:,NA,"Refer to Neonatologists Group of Wake Medic Center, Raleigh, NC"
520,520,UNIVERSITY OF NORTH CAROLINA HOSPITALS,"4018 UNC Hospitals CB #7596 Chapel Hill, NC 27599-7596",4018 UNC Hospitals CB #7596,"Chapel Hill, NC 27599-7596",Level IIIC; NICU Beds: 46,Neonatologists: 9,Neonatologists names: Sofia Aliaga; Carl Bose; Cyril Engmann; Matthew Laughton; Diane Marshall; Martin McCaffrey; Wayne Price; Alan Stiles; Karen Wood,NA
521,521,CAROLINAS MEDICAL CENTER - PINEVILI HOSPITAL,"10628 Park Rd. Charlotte, NC 28210",10628 Park Rd.,"Charlotte, NC 28210",Level IIIA; NICU Beds: 10,Neonatologists: 2,Neonatologists names: Art Payne; Carmen Villaveces,NA
522,522,CAROLINAS MEDICAL CENTER - UNIVERSITY HOSPITAL,"1000 Blythe Blvd. Charlotte, NC 28232-2867",1000 Blythe Blvd.,"Charlotte, NC 28232-2867",Level IIIC; NICU Beds: 86,Neonatologists: 14,Neonatologists names: Michelle Chiu; Saiad Efkekhari; Paul Engstrom; David Fisher; Andrew Herman; Docia Hickey; Tom Kueser; Karen Lessaris; Timothy Mitchell; Patricia Neal; Art Payne; Maryann Rathburn; Vijay Reddy; Carmen Villaveces,NA
523,523,PRESBYTERIAN HEMBY CHILDREN'S HOSPITAL,"200 Hawthorne Lane Charlotte, NC 28233-3549",200 Hawthorne Lane,"Charlotte, NC 28233-3549",Level IIIB; NICU Beds: 45,Neonatologists: 7,Neonatologists names: Joseph Brady; David Greengerg; Rogers Howell II; Nathan Jesse; Jay Kothadia; Tania Morales; Ganapaathy Rama,NA
524,524,CAROLINA MEDICAL CENTER NORTHEAST MEDICAL CENTER,"920 Church St. North Concord, NC 28025",920 Church St. North,"Concord, NC 28025",Level IIIB; NICU Beds: 20,Neonatologists: 4,Neonatologists names: Allen Cherer; Hima Maramreddy; Matthew Saxonhouse; Robert Silver,NA
525,525,DUKE UNIVERSITY MEDICAL CENTER,"2301 Erwin Rd. Durham, NC 27710",2301 Erwin Rd.,"Durham, NC 27710",Level IIIC; NICU Beds: 65,Neonatologists: 14,Neonatologists names: Richard Auten; Margarita Bidegain; Michael Cotten; Jeffrey Ferranti; Ronald Goldberg; Ricki Goldstein; Susan Izatt; Atavali Kamlish; Robert Lenfestey; Hugo Navarro; Phillip Smith; David Tanaka; Yu Linn Tang; James Wynn,NA
526,526,DURHAM REGIONAL HOSPITAL,"3643 N. Roxboro Rd. Durham, NC 27704-2763",3643 N. Roxboro Rd.,"Durham, NC 27704-2763",Level IIIA; NICU Beds: 18,Neonatologists:,NA,"Refer to Neonatologists Group of Duke University Medical Center, Durham, NC"
527,527,CAPE FEAR VALLEY MEDICAL CENTER,"1638 Owen Dr. Fayetteville, NC 28302-2000",1638 Owen Dr.,"Fayetteville, NC 28302-2000",Level IIIB; NICU Beds: 44,Neonatologists: 4,Neonatologists names: Scott Cameron; Jan Carter; Thomas Cisnek; Keith Gallaher,NA
528,528,WOMAC ARMY MEDICAL CENTER,"2817 Reilly Rd., Bldg. 4 Ft. Bragg, NC 28310","2817 Reilly Rd., Bldg. 4","Ft. Bragg, NC 28310",Level IIIA; NICU Beds: 12,Neonatologists: 2,Neonatologists names: Andrew Grein; Eric Horowitz,NA
529,529,GASTON MEMORIAL HOSPITAL,"2525 Court Dr. Gastonia, NC 28053",2525 Court Dr.,"Gastonia, NC 28053",Level IIIA; NICU Beds: 16,Neonatologists: 2,Neonatologists names: Kevin Coppage; Ronald Holtzman,NA
530,530,WOMEN'S HOSPITAL OF GREENSBORO,"801 Green Valley Rd. Greensboro, NC 27408-7097",801 Green Valley Rd.,"Greensboro, NC 27408-7097",Level IIIB; NICU Beds: 36,Neonatologists: 6,Neonatologists names: Rita Carlos; Christie Davanzo; Mary Ann Dimaguila; Laurence Ransom; Mc Crae Smith; John Wimmer Jr.,NA
531,531,PITT COUNTY MEMORIAL HOSPITAL,"600 Moye Blvd. Greenville, NC 27834",600 Moye Blvd.,"Greenville, NC 27834",Level IIIB; NICU Beds: 70,Neonatologists: 7,Neonatologists names: Sharon Buckwald; James Cummings; Stephen Engelke; Scott Macgilvray; William Meetze; Martha Naylor; Laura Raynor,NA
532,532,CATAWBA VALLEY MEDICAL CENTER,"810 Fairgrove Church Rd., SE Hickory, NC 28602","810 Fairgrove Church Rd., SE","Hickory, NC 28602",Level IIIB; NICU Beds: 12,Neonatologists: 2,Neonatologists names: David Berry; Samuel Wellman,NA
533,533,FRYE REGIONAL MEDICAL CENTER,"420 N. Center St. Hickory, NC 28601",420 N. Center St.,"Hickory, NC 28601",Level IIIB; NICU Beds: 12,Neonatologists: 2,Neonatologists names: David Berry; Samuel Wellman,NA
534,534,ONSLOW MEMORIAL HOSPITAL,"317 Western Blvd. Jacksonville, NC 28541",317 Western Blvd.,"Jacksonville, NC 28541",Level IIIA; NICU Beds: 15,Neonatologists: 1,Neonatologists names: Madhur Mittal,NA
535,535,LAKE NORMAN REGIONAL MEDICAL CENTER,"171 Fairview Rd. Mooresville, NC 28117",171 Fairview Rd.,"Mooresville, NC 28117",Level IIB; NICU Beds: 8,Neonatologists: 2,Neonatologists names: Kevin Addison; Laura Reniker,NA
536,536,GRACE HOSPITAL,"2201 S. Sterling St. Morgantown, NC 28655",2201 S. Sterling St.,"Morgantown, NC 28655",Level IIB; NICU Beds: 4,Neonatologists: 2,Neonatologists names: James Pascale; Samuel Willinger,NA
537,537,FIRSTHEALTH MOORE REGIONAL HOSPITAL,"155 Memorial Dr. Pinehurst, NC 28374",155 Memorial Dr.,"Pinehurst, NC 28374",Level IIIA; NICU Beds: 16,Neonatologists: 2,Neonatologists names: Nicholas Lynn; Wlodzimierz Wisiniewski,NA
538,538,REX HOSPITAL,"4420 Lake Boone Trail Raleigh, NC 27607",4420 Lake Boone Trail,"Raleigh, NC 27607",Level IIIA; NICU Beds: 15,Neonatologists:,NA,"Refer to Neonatologists Group of Wake Medical Center, Raleigh, NC"
539,539,WAKE MEDICAL CENTER,"3000 New Bern Ave. Raleigh, NC 27610",3000 New Bern Ave.,"Raleigh, NC 27610",Level IIIB; NICU Beds: 36,Neonatologists: 9,Neonatologists names: Tara Bastek; Laurie Dunn; Stephen Kicklighter; Steven Parsons; James Perciaccante; Anthony Tackman; Ross Vaughan; Michele Snyder; Thomas Young,NA
540,540,NEW HANOVER REGIONAL MEDICAL CENTER; COASTAL AREA HEALTH EDUCATION CENTER,2131 South 17th St. Wilmington; NC 28402-9000,2131 South 17th St.,Wilmington; NC 28402-9000,Level IIIB; NICU Beds: 45,Neonatologists: 5,Neonatologists names: Sheri Carroll; Wells Logan; Christina Javier; Fernando Moya; Walaa Sharaf,NA
541,541,FORSYTH MEDICAL CENTER,"3333 Silas Creek Pky. Winston-Salem, NC 27103",3333 Silas Creek Pky.,"Winston-Salem, NC 27103",Level IIIB; NICU Beds: 60,Neonatologists:,NA,Refer to Neonatologists Group of Brenner Children's Hospital
542,542,WAKE FOREST UNIVERSITY BAPTIST MEDICAL CENTER,"Medical Center Blvd. Winston-Salem, NC 27157",Medical Center Blvd.,"Winston-Salem, NC 27157",Level IIIC; NICU Beds: 47,Neonatologists: 10,Neonatologists names: Modupeola Akinola; Steven Block; Heather Furlong; Jennifer Helderman; Michael O'Shea; Peter Porcelli; Beatrice Stefanesru; Lisa Washburn; Cherrie Welch; Quing Yang,NA
543,543,MEDCENTER ONE,"300 N. 7th St. Bismarck, ND 58501",300 N. 7th St.,"Bismarck, ND 58501",Level IIIB; NICU Beds: 12,Neonatologists: 1,Neonatologists names: Rafael Ocejo,NA
544,544,ST. ALEXIUS MEDICAL CENTER,"900 E. Broadway Bismarck, ND 58501",900 E. Broadway,"Bismarck, ND 58501",Level IIIB; NICU Beds: 24,Neonatologists: 3,Neonatologists names: Karen Brown; Patricia Fernancez; Mahesh Patel,NA
545,545,INNOVIS HEALTH,"3000 32nd Ave., South Fargo, ND 58103","3000 32nd Ave., South","Fargo, ND 58103",Level IIIB; NICU Beds: 10,Neonatologists: 2,Neonatologists names: Scott Mutchler; Ohananjay Deoskar,NA
546,546,SANFORD CHILOREN'S HOSPITAL FARGO,"801 Broadway North Fargo, ND 58122",801 Broadway North,"Fargo, ND 58122",Levot IIIB; NICU Beds: 33,Neonatologists: 6,Neonatologists names: Waseem Altaf; William Bellas; Mohamed Mohamed; Stephen Nelson; Janice Nicklay-Catalan; Jo-Aan Smith,NA
547,547,ALTRU HEALTH SYSTEM,"1200 S. Columbia Rd. Grand Forks, ND 58201",1200 S. Columbia Rd.,"Grand Forks, ND 58201",Level IIIB; NICU Beds: 20,Neonatologists: 3,Neonatologists names: Panda Durga; Kiran Dwarakanath; Pramod Malapatti,NA
548,548,TRINITY MEDICAL CENTER,"1 Burdick Expy. W. Minot, ND 58702-5020",1 Burdick Expy. W.,"Minot, ND 58702-5020",Level IIIB; NICU Beds: 10,Neonatologists: 2,Neonatologists names: Thomas Carver; Linda Zak,NA
549,549,BRYAN LGH MEDICAL CENTER,"1600 South 48th St. Lincoln, NE 68506",1600 South 48th St.,"Lincoln, NE 68506",Level IIIB; NICU Beds: 25,Neonatologists: 3,Neonatologists names: Larry Brausch; Mark Brisso; Albert Owusu-Ansah,NA
550,550,ST. ELIZABETH HOSPITAL,"555 S. 70th St. Lincoln, NI 68510",555 S. 70th St.,"Lincoln, NI 68510",Level IIIB; NICU Beds: 27,Neonatologists: 3,Neonatologists names: Bobbi Hawk; Rose Tan; Bernard Wilson,NA
551,551,BERGEN MERCY MEDICAL CENTER,"7500 Mercy Medical Center Omaha, NE 68124",7500 Mercy Medical Center,"Omaha, NE 68124",Level IIIA; NICU Beds: 24,Neonatologists: 6,Neonatologists names: Ann Anderson-Berry; David Bolam; Garth Fletcher; Harold Kaftan; John Schmidt; Terence Zach,NA
552,552,CHILDREN'S HOSPITAL AND MEDICAL CENTER,"8200 Dodge St. Omaha, NE 68114",8200 Dodge St.,"Omaha, NE 68114",Level IIIC; NICU Beds: 54,Neonatologists: 5,Neonatologists names: John Grebe; Bonnie Lees; Howard Needelman; John Sparks; Lynne Willett,NA
553,553,CREIGHTON UNIVERSITY MEDICAL CENTER,"601 N. 30th St. Omaha, NE 68131",601 N. 30th St.,"Omaha, NE 68131",Level IIIB; NICU Beds: 21,Neonatologists:,NA,"Refer to Neonatologists Group of Nebraska Medical Center, Omaha, NE"
554,554,METHODIST WOMEN'S HOSPITAL,"707 N. 190th Plaza Omaha, NE 68022",707 N. 190th Plaza,"Omaha, NE 68022",Level IIIB; NICU Beds: 36,Neonatologists: 6,Neonatologists names: Khalid Awad; John Jirka; Brady Kerr; David Minderman; Lynn O'Hanlon; Thomas Seidel,NA
555,555,THE NEBRASKA MEDICAL CENTER,"981205 Nebraska Medical Center Omaha, NE 68198",981205 Nebraska Medical Center,"Omaha, NE 68198",Level IIIC; NICU Beds: 36,Neonatologists: 6,Neonatologists names: Ann Anderson Berry; David Bolam; Garth Fletcher; Harold Kaftan; John Schmidt; Terence Zach,NA
556,556,DARTMOUTH-HITCHCOCK MEDICAL CENTER/CHILDREN'S HOSPITAL AT DARTMOUTH,"One Medical Center Dr. Lebanon, NH 03756-0001",One Medical Center Dr.,"Lebanon, NH 03756-0001",Level IIIB; NICU Beds: 31,Neonatologists: 6,Neonatologists names: Robert Darnall; William Edwards; George Little; Juliette Madan; Torunn Rhodes; Gautham Suresh,NA
557,557,ELLIOT HOSPITAL,"One Elliot Way Manchester, NH 03103",One Elliot Way,"Manchester, NH 03103",Level IIIB; NICU Beds: 25,Neonatologists: 4,Neonatologists names: Ernest Beale; Margaret Bulanowaski; Deborah Franzek; Kara Murphy,NA
558,558,SOUTHERN NEW HAMPSHIRE MEDICAL CENTER,"8 Prospect St. Nashua, NH 03061",8 Prospect St.,"Nashua, NH 03061",Level IIIA; NICU Beds: 17,Neonatologists: 3,Neonatologists names: Valerie Atkins; Marcus Hermansen; Suzanne Setter,NA
559,559,OCEAN MEDICAL CENTER,"425 Jack Martin Blvd. Brick, NJ 08724",425 Jack Martin Blvd.,"Brick, NJ 08724",Level IIB; NICU Beds: 6,Neonatologists:,NA,"Refer to Neonatologists Group of Jersey Shore Medical Center, Neptune, NJ"
560,560,CHILDREN'S REGIONAL HOSPITAL AT COOPER UNIVERSITY HOSPITAL,"1 Cooper Plaza, Ste 755 Dorrance Bldg. Camden, NJ 08103","1 Cooper Plaza, Ste 755 Dorrance Bldg.","Camden, NJ 08103",Level IIIB; NICU Beds: 34,Neonatologists: 6,Neonatologists names: Vishwa Bhat; Eric Brantsma; Sonia Imaizumi; Alia Kushnir; Judy Saslow; Gary Stahl,NA
561,561,OUR LADY OF LOURDES MEDICAL CENTER,"1600 Haddon Ave. Camden, NJ 08103",1600 Haddon Ave.,"Camden, NJ 08103",Level IIIB; NICU Beds: 26,Neonatologists: 8,Neonatologists names: Muhammad Anwar; Amelia Bautista; Margaret D'Souza; Candida Fabia; Vicky Fiedler; Cornelio Mojica; Leticia Molina; Horace Ramdial,NA
562,562,CENTRASTATE MEDICAL CENTER,"901 W. Main St. Freehold, NJ 07728",901 W. Main St.,"Freehold, NJ 07728",Level IIIA; NICU Beds: 8,Neonatologists: 3,Neonatologists names: Jocelyn Austria; Florencia Cruz; Gener Dapul,NA
563,563,HACKENSACK UNIVERSITY MEDICAL CENTER; THE JOSEPH M. SANZERI CHILDREN'S HOSPITAL,"30 Prospect Ave. Hackensack, NJ 07601",30 Prospect Ave.,"Hackensack, NJ 07601",Level IIIB; NICU Beds: 40,Neonatologists: 7,Neonatologists names: Rakesh Chhabra; Eva Duncan; Michael Guliano; Melissa Lestini; Harold Perl; Benjamin Planer; Kerry Weiss,NA
564,564,JERSEY CITY MEDICAL CENTER,"355 Grand St. Jersey City, NJ 07302",355 Grand St.,"Jersey City, NJ 07302",Level IIIB; NICU Beds: 42,Neonatologists: 5,Neonatologists names: Suhail Alsheikh; Meera Kale; Surasak Puvabawditsin; Jayshree Savla; Michelle Weissman,NA
565,565,ST. BARNABAS MEDICAL CENTER,"94 Old Short Hills Rd. Livingston, NJ 07039",94 Old Short Hills Rd.,"Livingston, NJ 07039",Level IIIB; NICU Beds: 56,Neonatologists: 9,Neonatologists names: So Hun Ko; Sandhya Ruben; Maria Sanchez-Konel; Jose Santo-Domingo; Agnes Soni; Teresa Stec; Shyan Sun; Huey-Chung Tien; Kamtorn Vangvanichyakorn,NA
566,566,MONMOUTH MEDICAL CENTER,"300 Second Ave. Long Branch, NJ 07740",300 Second Ave.,"Long Branch, NJ 07740",Level IIIB; NICU Beds: 23,Neonatologists: 4,Neonatologists names: Carlos Alemany; Diane Attardi; Susan Hudome; Kirby Rekedal,NA
567,567,MORRISTOWN MEMORIAL HOSPITAL,"100 Madison Ave. Morristown, NJ O7960",100 Madison Ave.,"Morristown, NJ O7960",Level IIIB; NICU Beds: 34,Neonatologists: 13,Neonatologists names: Kathryn Crowley; Cheryl Federico; Sunita Goil; Denise Hassinger; John Ladino; Ben Lee; Gaines Mimms; Anthony Orsini; Amy Presti; Marta Rogido; Andrew Schenkman; Calvin Shen; Lawrence Skolnick,NA
568,568,MEMORIAL HOSPITAL OF BURLINGTON COUNTY,"175 Madison Ave. Mt Holly, NJ 08060",175 Madison Ave.,"Mt Holly, NJ 08060",Level IIIA; NICU Beds: 12,Neonatologists:,NA,"Refer to Neonatologists Group of Virtua Health System Hospital in Voorhees, NJ"
569,569,JERSEY SHORE MEDICAL CENTER,"1945 Route 33 Neptune, NU 07754",1945 Route 33,"Neptune, NU 07754",Level IIIB; NICU Beds: 30,Neonatologists: 9,Neonatologists names: Elizabeth Assing; Eduardo Bautista; Mary Beth Brown; Michael Graff; Meltan Karatas; Helen Karawowoska; Avinash Purohit; David Ramos; Ann Ross,NA
570,570,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,"One Robert Wood Place New Brunswick, NJ 08903-0019",One Robert Wood Place,"New Brunswick, NJ 08903-0019",Level IIIB; NICU Beds: 45,Neonatologists: 6,Neonatologists names: Thomas Hegyi; Daniel Hirsch; George Lambert; Rajeev Mehta; Surasak Puvabanditsin; BarryWeinberger,NA
571,571,SAINT PETER'S UNIVERSITY HOSPITAL,"254 Easton Ave. New Brunswick, NJ 08903-0591",254 Easton Ave.,"New Brunswick, NJ 08903-0591",Level IIIB; NICU Beds: 54,Neonatologists: 13,Neonatologists names: Mujahid Anwar; Felipe Banzon; Shakuntala Chandra; Onajovwe Fofah; Mark Hiatt; Harpreet Kaur; John Ladino; Ben Lee; Manne Murali; Sharadha Polam; Jayshree Salva; Sulaiman Sannoh; Sutharsanam Veerappan,NA
572,572,CHILDREN'S HOSPITAL OF NEW JERSEY AT NEWARK BETH ISRAEL MEDICAL CENTER,"201 Lyons Ave., C9 Newark, NJ 07112","201 Lyons Ave., C9","Newark, NJ 07112",Level IIIC; NICU Beds: 60,Neonatologists: 15,Neonatologists names: Excelsis Antonio; Maria Baja-Quizon; Bhaktharaj Chelliah; Morris Cohen; Mariette Dermendjian; Richard Inwood; Anitha Irakam; Ketan Kansagra; Anita Lim; Sumati Pande; Shalini Patel; Lorna Plaza; Bellipady Rai; Vasudha Tulsyan; Armenia Zarzuela,NA
573,573,UMDNJ UNIVERSITY HOSPITAL,"150 Bergen St. Newark, NJ 07103",150 Bergen St.,"Newark, NJ 07103",Level IIIB; NICU Beds: 44,Neonatologists: 7,Neonatologists names: Salma Ali; Elmer David; Milagros De La Cruz; Onajovwe Fofah; Sunderam Rane; Julio Valdivieso; Tzong-Jer Wei,NA
574,574,ST. JOSEPH'S CHILDREN'S HOSPITAL,"703 Main St. Paterson, NJ 07503",703 Main St.,"Paterson, NJ 07503",Level IIIB; NICU Beds: 50,Neonatologists: 8,Neonatologists names: Subhashree Datta-Bhutada; Denis Di Lallo; Eric Lesser; Luis Marrero; Gregory Menken; Zarah Pua; Linda Skroce; Adel Zauk,NA
575,575,ATLANTIC CITY MEDICAL CENTER; MAINLAND DIVISION,"Jimmy Leeds Road Pomona, NJ 08240",Jimmy Leeds Road,"Pomona, NJ 08240",Level IIIB; NICU Beds: 13,Neonatologists: 5,Neonatologists names: Ben Asiegbu; Rommel Celestial; Teral Mehta; Jennifer Tioseco; Cynthia Villasis,NA
576,576,RIVERVIEW MEDICAL CENTER,"1 Riverview Plaza Red Bank, NJ 07701",1 Riverview Plaza,"Red Bank, NJ 07701",Level IIB; NICU Beds: 5,Neonatologists:,NA,"Refer to Neonatologists Group of Jersey Shore Medical Center, Neptune, NJ"
577,577,VALLEY HOSPITAL,"223 N. Van Dien Ave. Ridgewood, NJ 07450",223 N. Van Dien Ave.,"Ridgewood, NJ 07450",Level IIIB; NICU Beds: 21,Neonatologists: 4,Neonatologists names: Beth Benjamin; Michelle Lasker; Frank Manginello; Carmela Pane,NA
578,578,SOMERSET MEDICAL CENTER,"110 Rehilll Ave. Somerville, NJ 08876",110 Rehilll Ave.,"Somerville, NJ 08876",Level IIB; NICU Beds: 6,Neonatologists: 1,Neonatologists names: Daniel Hirsch,NA
579,579,OVERLOOK HOSPITAL,"99 Beauvoir Ave. Summit, NJ 07902-0220",99 Beauvoir Ave.,"Summit, NJ 07902-0220",Level IIIA; NICU Beds: 15,Neonatologists:,NA,"Refer to Neonatologlsts Group of Morristown Memorial Hospital, Morristown, Nu"
580,580,COMMUNITY MEDICAL CENTER,"98 Highway 37 W. Toms River, NJ 08755",98 Highway 37 W.,"Toms River, NJ 08755",Level IIB; NICU Beds: 6,Neonatologists: 2,Neonatologists names: Minerva Castillo-Daniluk; Terry Johnson,NA
581,581,CAPITAL HEALTH SYSTEM AT MERCER,"446 Bellevue Ave. Trenton, NJ 08607",446 Bellevue Ave.,"Trenton, NJ 08607",Level IIIB; NICU Beds: 30,Neonatologists: 4,Neonatologists names: Naheed Abedin; Randi Axelrod; Felipe Banzon; Stephen Moffitt,NA
582,582,KENNEDY HEALTH SYSTEM; UNIVERSITY MEDICAL SYSTEM,"435 Hurffville Cross Keys Turnersville, NJ 08012",435 Hurffville Cross Keys,"Turnersville, NJ 08012",Level IIIB; NICU Beds: 14,Neonatologists: 4,Neonatologists names: Jane Coleman; Myrna Escarell; Milagros Malicdem; Lloyd Tinianow,NA
583,583,VIRTUA HOSPITAL,"101 Carnie Blvd. Voorhees, NJ 08043",101 Carnie Blvd.,"Voorhees, NJ 08043",Level IIIB; NICU Beds: 46,Neonatologists: 8,Neonatologists names: Nadege Brutus; Elizabeth Fond-deLeon; Leonard Goldsmith; Erlita Gadin; Jane Ierardi; Michelle Kelly; Miyre Kim; Paresh Pandit,NA
584,584,LOVELACE WOMEN'S HOSPITAL,"4701 Montgomery Blvd. NE Albuquerque, NM 87109",4701 Montgomery Blvd. NE,"Albuquerque, NM 87109",Level IIIB; NICU Beds: 53,Neonatologists: 3,Neonatologists names: Susan Gray; Gary Kaselonis; Mary Olguin,NA
585,585,PRESBYTERIAN HOSPITAL,"1100 Central Ave. Albuquerque, NM 87106",1100 Central Ave.,"Albuquerque, NM 87106",Level IIIB; NICU Beds: 58,Neonatologists: 7,Neonatologists names: Jennifer Anderson; Rossana Chang; Janeice Houston; Randy Nederhoff; Elaine Sillos; Sydney Swetnam; Odell Wilson,NA
586,586,UNIVERSITY OF NEW MEXICO CHILDREN HOSPITAL,"1 University of New Mexico Albuquerque, NM 87131-0001",1 University of New Mexico,"Albuquerque, NM 87131-0001",Level IIIC; NICU Beds: 66,Neonatologists: 9,Neonatologists names: Tara Dupont; Erika Fernandez; Janell Fuller; Vlad Ianus; Rebecca Moran; Robin Ohls; Carlos Ramos; Renate Savich; Krist Watterberg,NA
587,587,CARLSBAD MEDICAL CENTER,"2430 W. Pierce St. Carlsbad, NM 88220",2430 W. Pierce St.,"Carlsbad, NM 88220",Level IIIB; NICU Beds: 3,Neonatologists: 1,Neonatologists names: Lynda Adrouche-Amrani,NA
