"","hosp_num","hosp_name","full_address","addr","city","state","zip","nicu_beds","num_neonats","neonat_names","referral"
"422",422,"CHILDREN'S HOSPITAL OF MICHIGAN","3901 Beaubien Blvd. Detroit  MI  48201","3901 Beaubien Blvd.","Detroit"," MI ","48201","NICU Beds:42","Neonatologists:8","Neonatologists names: Mary Bedard; Virginia Delaney-Black; Nadya Kazzi; Ganesh Konduri; Winston Koo; Deborah May; Enrique Ostrea; Seetha Shankaran",NA
"423",423,"DETROIT RIVERVIEW HOSPITAL ","7733 E. Jefferson Ave. Detroit  MI  48215","7733 E. Jefferson Ave.","Detroit"," MI ","48215","NICU Beds:15","Neonatologists:5","Neonatologists names: Laura Decastor; Gerald Katzman; Martin Nwankwo; Ali Rabbani; Fatma Yehia",NA
"424",424,"GRACE HOSPITAL ","6071 W. Outer Dr. Detroit  MI  48235","6071 W. Outer Dr.","Detroit"," MI ","48235","NICU Beds:25","Neonatologists:3","Neonatologists names: Nestor Ilagan; Keh-Chyang Liang; Sophie Womack",NA
"425",425,"HENRY FORD HOSPITAL ","2799 W. Grand Blvd. Detroit  MI  48202","2799 W. Grand Blvd.","Detroit"," MI ","48202","NICU Beds:31","Neonatologists:6","Neonatologists names: Rajendra Desai; Alaa Eldemerdash; Sudhakar Ezhuthachan, Savitri Kumar; Homer Ryan; E. Vijaykumaran",NA
"426",426,"HUTZEL HOSPITAL","4707 St. Antoine Blvd. Detroit  MI  48201","4707 St. Antoine Blvd.","Detroit"," MI ","48201","NICU Beds:36","Neonatologists:",NA,"Refer to Children's Hospital of Michigan"
"427",427,"SINAI HOSPITAL ","6767 W. Outer Dr. Detroit  MI  48235","6767 W. Outer Dr.","Detroit"," MI ","48235","NICU Beds:20","Neonatologists:5","Neonatologists names: Gail Abraham; Myrna Deleon; Samina Furhad; Thomas Mathew; Elliot Samet",NA
"428",428,"ST. JOHN HOSPITAL & MEDICAL CENTER","22101 Moross Rd. Detroit  MI  48236","22101 Moross Rd.","Detroit"," MI ","48236","NICU Beds:30","Neonatologists:7","Neonatologists names: John Adams; Renato Casabar; Maria Duenas; Bahman Mehdizadeh; Deepak Patel; Ali Rabbani; Nicholas Relich",NA
"429",429,"HURLEY MEDICAL CENTER ","One Hurley Plaza, 332-3W Flint  MI  48503","One Hurley Plaza, 332-3W","Flint"," MI ","48503","NICU Beds:44","Neonatologists:6","Neonatologists names: Danish Alamy; Epifania Aranas; Raymond Chan; Brian Nolan; Aladdin Rahman; Roberto Villegas",NA
"430",430,"BLODGETT MEMORIAL MEDICAL CENTER","1840 Wealthy S.E. Grand Rapids  MI  49506","1840 Wealthy S.E.","Grand Rapids"," MI ","49506","NICU Beds:15","Neonatologists:2","Neonatologists names: Alice Andrews; Charles Winslow",NA
"431",431,"DE VOS CHILDREN'S HOSPITAL AT BUTTERWORTH","400 Michigan, N.E. Grand Rapids  MI  49503","400 Michigan, N.E.","Grand Rapids"," MI ","49503","NICU Beds:72","Neonatologists:6","Neonatologists names: Ed Beaumont; Alan Jones; Jean Khawam; Craig Kinney; Leonard Radecki; Thomas Shaw",NA
"432",432,"BRONSON METHODIST HOSPITAL","252 E. Lovell St.  Kalamazoo  MI  49007","252 E. Lovell St. ","Kalamazoo"," MI ","49007","NICU Beds:42","Neonatologists:5","Neonatologists names: John Hartline; Gerald Purdy; William Rimmke; Samuel Sefton; Joan Sharda",NA
"433",433,"SPARROW HOSPITAL","1215 E. Michigan Lansing  MI  48909","1215 E. Michigan","Lansing"," MI ","48909","NICU Beds:52","Neonatologists:5","Neonatologists names: Maged Farid; Padmani Karna; John Lorenz; John O'Bell; Said Omar",NA
"434",434,"MARQUETTE GENERAL HOSPITAL ","420 W. Magnetic Marquette  MI  49855","420 W. Magnetic","Marquette"," MI ","49855","NICU Beds:10","Neonatologists:2","Neonatologists names: Cleoff Chavez; Ann Pillote",NA
"435",435,"NORTHERN MICHIGAN HOSPITAL","560 W. Mitchell  Petoskey  MI  49770","560 W. Mitchell ","Petoskey"," MI ","49770","NICU Beds:12","Neonatologists:1","Neonatologists names: David Sciamanna",NA
"436",436,"NORTH OAKLAND MEDICAL CENTF","461 W. Huron St. Pontiac  MI  48341","461 W. Huron St.","Pontiac"," MI ","48341","NICU Beds:30","Neonatologists:2","Neonatologists names: Narasingrao Pampati; Mona Reveri",NA
"437",437,"ST. JOSEPH MERCY HOSPITAL","900 Woodward Ave. - MB#10 Pontiac  MI  48341","900 Woodward Ave. - MB#10","Pontiac"," MI ","48341","NICU Beds:13","Neonatologists:4","Neonatologists names: Rajendra Desai; Sudhakar Ezhuthachan; Savitri Kumar; Homer Ryan",NA
"438",438,"CRITTENTON HOSPITAL","1101 W. University Dr. Rochester  MI  48307","1101 W. University Dr.","Rochester"," MI ","48307","NICU Beds:8","Neonatologists:1","Neonatologists names: Kanamarlapudi Rao",NA
"439",439,"WILLIAM BEAUMONT HOSPITAL","3601 W. Thirteen Mile Rd. Royal Oak  MI  48073","3601 W. Thirteen Mile Rd.","Royal Oak"," MI ","48073","NICU Bads:28","Neonatologists:6","Neonatologists names: Daniel Batton; Mitchell DeJonge; David DeWitte; Judith Klarr; Jeffrey Maisels; Cynthia Pryce",NA
"440",440,"SAGINAW GENERAL HOSPITAL","1447 N. Harrison St. Saginaw  MI  48602","1447 N. Harrison St.","Saginaw"," MI ","48602","NICU Beds:45","Neonatologists:4","Neonatologists names: Zaid Alrawi; Jerry Evans; Khawar Moshini; Chai Soontharotoke",NA
"441",441,"PROVIDENCE HOSPITAL ","16001 W. Nine Mile Rd. Southfield  MI  48037","16001 W. Nine Mile Rd.","Southfield"," MI ","48037","NICU Beds: 14","Neonatologists:3","Neonatologists names: Rima Dajani; Betty Go; Shahid Khan",NA
"442",442,"MUNSON MEDICAL CENTER","1105 Sixth St. Traverse City  MI  49684","1105 Sixth St.","Traverse City"," MI ","49684","NICU Beds:12","Neonalologists:1","Neonatologists names: Mary Kokosky",NA
"443",443,"WILLIAM BEAUMONT HOSPITAL TROY","44201 Dequindre Rd. Troy  MI  48098","44201 Dequindre Rd.","Troy"," MI ","48098","NICU Beds:3","Neonatologists:1","Neonatologists names: Karen Hufnagle",NA
"444",444,"OAKWOOD HOSPITAL ANNAPOLIS CENTER - WAYNE","33155 Annapolis Ave. Wayne  MI  48184","33155 Annapolis Ave.","Wayne"," MI ","48184","NICU Beds:10","Neonatologists:",NA,"Refer to Oakwood Hospital & Medical Center - Dearborn"
"445",445,"ST. MARY'S MEDICAL CENTER","407 E. Third St. Duluth  MN  55805","407 E. Third St.","Duluth"," MN ","55805","NICU Beds:25","Neonatologists:3","Neonatologists names: Martha Aas; Roderick Krueger; Soo-Young Pi",NA
"446",446,"HENNEPIN COUNTY MEDICAL CENTER","701 Park Ave., S. Minneapolis  MN  55415","701 Park Ave., S.","Minneapolis"," MN ","55415","NICU Beds:25","Neonatologists: 4","Neonatologists names: Paul Cifuentes; Rolf Engel; David Fisher; Richard Lussky ",NA
"447",447,"MINNEAPOLIS CHILDREN'S MEDICAL CENTER","2625 Chicago Ave., S. Minneapolis  MN  55404","2625 Chicago Ave., S.","Minneapolis"," MN ","55404","NICU Beds:30","Neonatologists: 10","Neonatologists names: David Brasel; Robert Couser; John Fangman; Bruce Ferrara; Ronald Hoekstra; Virginia Hustead; Bonnie Landrum; Roy Maynard; Andrew Nelson; Nathaniel Payne",NA
"448",448,"UNIVERSITY OF MINNESOTA HOSPITAL AND CLINIC","420 Delaware St., S.E./Box 39 Minneapolis  MN  55455","420 Delaware St., S.E./Box 39","Minneapolis"," MN ","55455","NICU Beds:30","Neonatologists: 6 ","Neonatologists names: Cathryn Angel; Catherine Bendel; Michael Georgieff; Sixto Guiang; Dana Johnson; Theodore Thompson",NA
"449",449,"NORTH MEMORIAL MEDICAL CENTER","3300 Oakdale Ave., N. Robbinsdale  MN  55422","3300 Oakdale Ave., N.","Robbinsdale"," MN ","55422","NICU Bads:26","Neonatologists: 2","Neonatologists names: Diane Camp; Garth Fletcher",NA
"450",450,"MAYO CLINIC ROCHESTER","200 First St., S.W. Rochester  MN  55905","200 First St., S.W.","Rochester"," MN ","55905","NICU Beds:30","Neonatologists: 4 ","Neonatologists names: Garth Asay; Douglas Derleth; Robert JOhnson; Fredric Kleinberg",NA
"451",451,"ROCHESTER METHODIST HOSPITAL","201 W. Center St. Rochester  MN  55902","201 W. Center St.","Rochester"," MN ","55902","NICU Beds:12","Neonatologists:",NA,"Refer to Mayo Clinic, Rochester"
"452",452,"ST. MARY'S HOSPITAL","1216 Second St, S.W. Rochester  MN  55902","1216 Second St, S.W.","Rochester"," MN ","55902","NICU Beds:18","Neonatologists:",NA,"Refer to Mayo Clinic, Rochester"
"453",453,"ST, CLOUD HOSPITAL ","1406 Sixth Ave., N. St. Cloud  MN  56303","1406 Sixth Ave., N.","St. Cloud"," MN ","56303","NICU Beds:15","Neonatologists: 3","Neonatologists names: Gregory Franklin; Tracey Thompson; Norman Virnig",NA
"454",454,"CHILDREN'S HEALTH CARE - ST. PAUL","345 N. Smith Ave. St. Paul  MN  65102","345 N. Smith Ave.","St. Paul"," MN ","65102","NICU Beds:35","Neonatologists: 6","Neonatologists names: Michael Coleman; Raye-Ann DeRegnier; Catherine Gatto; Sixto Guiang; Erik Hagen; Mark Mammel",NA
"455",455,"ST. PAUL-RAMSEY MEDICAL CENTER","640 Jackson St. St. Paul  MN  55101","640 Jackson St.","St. Paul"," MN ","55101","NICU Beds:25","Neonatologists:",NA,"Refer to Children's Health Care - St. Paul "
"456",456,"FORREST GENERAL HOSPITAL","6051 Highway 49 S. Hattiesburg MS 39404 MS 39404","6051 Highway 49 S.","Hattiesburg MS 39404","MS","39404","NICU Beds:18","Neonatologists: 1","Neonatologists names: Clinton White",NA
"457",457,"METHODIST MEDICAL CENTER","1850 Chadwick Dr. Jackson  MS  39204","1850 Chadwick Dr.","Jackson"," MS ","39204","NICU Beds:11","Neonatologists:",NA,"Refer to Mississippi Baptist Medical Center"
"458",458,"MISSISSIPPI BAPTIST MEDICAL CENTER","1225 N. State St. Jackson  MS  39202","1225 N. State St.","Jackson"," MS ","39202","NICU Beds:15","Neonatologists: 5","Neonatologists names: Charle Friedman; Carold Miller; John Rawson; Kenny Robbins; David Temple",NA
"459",459,"RIVER OAKS EAST HOSPITAL","1026 N. Siowwood Dr. Jackson  MS  39208","1026 N. Siowwood Dr.","Jackson"," MS ","39208","NICU Beds:20","Neonatologists: 4","Neonatologists names: Mitzo Ferguson; Charles Knight; Lisa Washburn; David Wender",NA
"460",460,"UNIVERSITY OF MISSISSIPPI MEDICAL CENTER","2500 N, State St. Jackson  MS  39216","2500 N, State St.","Jackson"," MS ","39216","NiCU Beds:60","Neonatologists:5","Neonatologists names: Chrsitina Glick; Glen Graves; Michael LeBlanc; Daksha Patel; Philip Rhodes ",NA
"461",461,"KESSLER AIR FORCE BASE HOSPITAL","301 Fisher St./SGOC Kessler A.F.B.  MS  39534","301 Fisher St./SGOC","Kessler A.F.B."," MS ","39534","NICU Beds:16","Neonatologists:2","Neonatologists names: Michael Parkanka; Bradley Stancombe",NA
"462",462,"NORTH MISSISSIPPI MEDICAL CENTER","600 Eason Blvd. Tupelo  MS  38801","600 Eason Blvd.","Tupelo"," MS ","38801","NICU Beds:21","Neonatologists: 1","Neonatologists names: John Nading",NA
"463",463,"CHILDREN'S HOSPITAL AT UNIVERSITY OF MISSOURI","One Hospital Dr. Columbia  MO  65212","One Hospital Dr.","Columbia"," MO ","65212","NICU Beds:42","Neonatologists: 5","Neonatologists names: William Altemier; Frank Clark; Laura Hillman; Elizabeth James; Timothy O'Connor",NA
"464",464,"CHRISTIAN HOSPITAL NE-NW, NV DIVISON","1225 Graham Rd. Florissant  MO  63031","1225 Graham Rd.","Florissant"," MO ","63031","NICU Beds:6","Neonatologists: 2 ","Neonatologists names: Barbra Chiodini; Karen Wickline ",NA
"465",465,"FREEMAN HOSPITAL","1102 W. 32nd St Joplin  MO  64804","1102 W. 32nd St","Joplin"," MO ","64804","NICU Beds: 10","Neonatologists: 2 ","Neonatologists names: Michael Porte; Robert Schroeder ",NA
"466",466,"BAPTIST MEDICAL CENTER","6601 Rockhill Rd. Kansas City  MO  64131","6601 Rockhill Rd.","Kansas City"," MO ","64131","NICU Beds:6","Neonatologists: 3 ","Neonatologists names: Michael Balbus; Linda Gratny; William Topper",NA
"467",467,"CHILDREN'S MERCY HOSPITAL","2401 Gillham Rd. Kansas City  MO  64108","2401 Gillham Rd.","Kansas City"," MO ","64108","NICU Beds:40","Neonatologists: 9 ","Neonatologists names: William Braun; Frederick Hall; Robert Hall; Howard Kilbride; Janet Kinney; Gary Pettett; Michael Sheehan; Donald Thibueault; William Truog ",NA
"468",468,"MENORAH MEDICAL CENTER","4949 Rockhill Rd. Kansas City  MO  64110","4949 Rockhill Rd.","Kansas City"," MO ","64110","NICU Beds:8","Neonatologists: ",NA,"Refer to Research Medical Center"
"469",469,"RESEARCH MEDICAL CENTER","2316 E. Meyer Blvd. Kansas City  MO  64132","2316 E. Meyer Blvd.","Kansas City"," MO ","64132","NICU Beds:17","Neonatologists: 3 ","Neonatologists names: Michael Balbus; Linda Gratny; William Topper",NA
"470",470,"ST. JOSEPH HEALTH CENTER","1000 Carondelet Dr. Kansas City  MO  64114","1000 Carondelet Dr.","Kansas City"," MO ","64114","NICU Beds:6","Neonatologists: 1","Neonatologists names: Robert Stein","Refer to Children’s Mercy Hospital"
"471",471,"ST. LUKE'S HOSPITAL","4400 Wornall Kansas City  MO  64111","4400 Wornall","Kansas City"," MO ","64111","NICU Beds:48","Neonatologists: 5","Neonatologists names: John Anderson; John Callenbach; Katherine Claflin; Brian Heimes; Stanley Shaffer",NA
"472",472,"TRUMAN MEDICAL CENTER","2301 Holmes St. Kansas City  MO  64108","2301 Holmes St.","Kansas City"," MO ","64108","NICU Beds:26","Neonatologists:",NA,"Refer to Children's Mercy Hospital"
"473",473,"COX MEDICAL CENTER SOUTH","3801 S. National Springfield  MO  65807","3801 S. National","Springfield"," MO ","65807","NICU Beds:52","Neonatologists: 4 ","Neonatologists names: Nancy Ceaser; Jospeh Eccher; Sarah Kuhlman; Colleen Rose",NA
"474",474,"ST. JOHN'S REGIONAL HEALTH CENTER","1235 E. Cherokee Springfield  MO  65804","1235 E. Cherokee","Springfield"," MO ","65804","NICU Beds:24","Neonatologists: 4","Neonatologists names: Karlyle Christian-Ritter; Mary Laird; George Marsh Jr.; Melinda Slack",NA
"475",475,"CARDINAL GLENNON CHILDREN'S HOSPITAL","1465 S. Grand Blvd. St. Louis  MO  63104","1465 S. Grand Blvd.","St. Louis"," MO ","63104","NICU Beds:45","Neonatologists: 8","Neonatologists names: Barbara Cohlan; Robert Fleming; Claire Juzwicki; William Keenan; Gregory Mantych; Akhiko Noguchi; Farouk; Suzanne Toce",NA
"476",476,"SAINT MARYS HEALTH CENTER ","6420 Clayton Rd. St. Louis  MO  63117","6420 Clayton Rd.","St. Louis"," MO ","63117","NICU Beds:26","Neonatologists:",NA,"Refer to Cardinal Glennon Children's Hospital St. Louis University"
"477",477,"ST. JOHN'S MERCY MEDICAL CENTER","621 S. New Ballas Rd., #2016 St. Louis  MO  63141","621 S. New Ballas Rd., #2016","St. Louis"," MO ","63141","NICU Beds:35","Neonatologists: 6","Neonatologists names: Jay Brenner; William Chao; Gary Dreyer; Kenneth Klesh; Michael Maurer Jr.; Edward Schwarz",NA
"478",478,"ST. LOUIS CHILDREN'S HOSPITAL","One Children's Place St. Louis  MO  63110","One Children's Place","St. Louis"," MO ","63110","NiCU Beds:52","Neonatologists: 13 ","Neonatologists names: Anna august; Sessions COle; Michael Crossman; Jeffrey Dawson; Joan Downey; Michael Fant; Brian Hacktett; Aaron Hamvas; Peter Haney; Sherrie Hauft; Joanie Rosenbaum; Bradley Thach; Karen Wickline",NA
"479",479,"ST. LOUIS REGIONAL MEDICAL CENTER","5535 Delmar Bivd. St. Louis  MO  63112","5535 Delmar Bivd.","St. Louis"," MO ","63112","NICU Beds:26","Neonatologists: 5","Neonatologists names: Joel Koenig; Aravindaksha Menon; Shannon Sullivan; Nasreen; Corinne Walentik ",NA
"480",480,"ST. VINCENT HOSPITAL & HEALTH CENTER","1233 N. 30th St. Billings  MT  59107","1233 N. 30th St.","Billings"," MT ","59107","NICU Beds:20","Neonatologists: 2","Neonatologists names: Richard Landes; Kathleen Stevens",NA
"481",481,"MONTANA DEACONESS MEDICAL CENTER","4101 26th St., S. Great Falls  MT  59405","4101 26th St., S.","Great Falls"," MT ","59405","NICU Beds:14","Neonatologists: 1","Neonatologists names: Ronald Coen",NA
"482",482,"ST. ELIZABETH HOSPITAL","555 S. 70th St. Lincoln  NE  68510","555 S. 70th St.","Lincoln"," NE ","68510","NICU Beds:15","Neonatologists: 2","Neonatologists names: Lawrence Bausch; Wen Cherng ",NA
"483",483,"CHILDREN'S HOSPITAL","8301 Dodge St. Omaha NE 68114 NE 68114","8301 Dodge St.","Omaha NE 68114","NE","68114","NICU Beds:30","Neonatologists: 4","Neonatologists names: John Esslinger; John Jirka; Howard Needelman; Thomas Seidel",NA
"484",484,"ST. JOSEPH'S HOSPITAL/CREIGHTON UNIVERSITY","601 N. 30th St. Omaha  NE  68131","601 N. 30th St.","Omaha"," NE ","68131","NICU Beds:16","Neonatologists:",NA,"Refer to University of Nebraska Medical Center"
"485",485,"UNIVERSITY OF NEBRASKA MEDICAL CENTER","600 S. 42nd St. Omaha  NE  68198","600 S. 42nd St.","Omaha"," NE ","68198","NICU Beds:34","Neonatologists: 5 ","Neonatologists names: David Bolam; Lorrane Dickey; Paul Goodrich; Lynne Willett; Terence Zach",NA
"486",486,"SUNRISE CHILDREN'S HOSPITAL","3186 Maryland Pky. Las Vegas  NV  89109","3186 Maryland Pky.","Las Vegas"," NV ","89109","NiCU Beds:38","Neonalologists: 5","Neonatologists names: Donald Buchanan; Ikpe Ekpoudia; Barry Halpern; John Kurlinski; Raphael Zenteno",NA
"487",487,"UNIVERSITY MEDICAL CENTER OF SOUTHERN NEVADA","1800 W. Charleston Blvd. Las Vegas  NV  89102","1800 W. Charleston Blvd.","Las Vegas"," NV ","89102","NICU Beds:28","Neonatoilogists: 5","Neonatologists names: Farooq Abdulla; Sang Sun Sean Ahin; Bernard Feldman; Benjamin Hart; Mark Kaneta ",NA
"488",488,"ST. MARY'S REGIONAL MEDICAL CENTER","235 W. Sth St. Reno  NV  89520","235 W. Sth St.","Reno"," NV ","89520","NICU Beds: 16","Neonatologists: 4 ","Neonatologists names: Stephen Missall; Ali Monibi; Michael Pokroy; Gary Yup",NA
"489",489,"DARTMOUTH-HITCHCOCK MEDICAL CENTER","One Medical Center Dr. Lebanon  NH  03756","One Medical Center Dr.","Lebanon"," NH ","03756","NICU Beds:31","Neonatologists: 8","Neonatologists names: Valerie Atkins; John Brooks; Robert Darnall; William Edwards; Judith Frank; James Hagadorn; George Little; Torunn Rhodes ",NA
"490",490,"ELLIOT HOSPITAL","One Elliot Way Manchester  NH  03103","One Elliot Way","Manchester"," NH ","03103","NICU Beds:17","Neonatologists: 2","Neonatologists names: Ernest Beale; Paul Winchester ",NA
"491",491,"SOUTHERN NEW HAMPSHIRE","8 Prospect St/P.O. Box 2014 Nashua  NH  03061","8 Prospect St/P.O. Box 2014","Nashua"," NH ","03061","NICU Beds:17","Neonatologists: 2","Neonatologists names: Valerie Atkins; James Hagadorn",NA
"492",492,"ATLANTIC CITY MEDICAL CENTER","1925 Pacific Ave. Atlantic City  NJ  08401","1925 Pacific Ave.","Atlantic City"," NJ ","08401","NICU Beds:13","Neonatologists: 6","Neonatologists names: Rommel Celestial; Carolyn Crawford; Pietros Hadgu; Robert Locke; Apolo Maglalang; James Weeks",NA
"493",493,"CHILDREN'S REGIONAL HOSPITAL AT COOPER HOSPITAL","1 Cooper Plaza, Sarah Cooper Bldg. Camden  NJ  08103","1 Cooper Plaza, Sarah Cooper Bldg.","Camden"," NJ ","08103","NICU Beds:32","Neonatologists: 6","Neonatologists names: Gordon Chang; Sherry Courtney; Sonia Imaizumi; Nosrat Razi; Judy Saslow; Gary Stahl",NA
"494",494,"OUR LADY OF LOURDES MEDICAL CENTER","1600 Haddon Ave. Camden  NJ  08103","1600 Haddon Ave.","Camden"," NJ ","08103","NICU Beds:18","Neonatologists: 8","Neonatologists names: Michelle Bez; Margaret Fernandes D'Souza; Myrna Escareal; Candida Fabia; Vicky Fieldler; Cornelio Mojica; Leticia Molina; Horace Ramdial",NA
"495",495,"CENTRASTATE MEDICAL CENTER","901 W. Main St. Freehold  NJ  07728","901 W. Main St.","Freehold"," NJ ","07728","NICU Beds:9","Neonatologists: 2","Neonatologists names: Jeffrey France; Anjali Verma",NA
"496",496,"HACKENSACK MEDICAL CENTER","30 Prospect Ave. Hackensack  NJ  07601","30 Prospect Ave.","Hackensack"," NJ ","07601","NICU Beds:17","Neonatologists: 5","Neonatologists names: Rakesh Chhabra; Ramon Flores; Terry Johnson; Harold Perl; Ellen Silver",NA
"497",497,"JERSEY CITY MEDICAL CENTER","50 Baldwin Ave. Jersey City  NJ  07304","50 Baldwin Ave.","Jersey City"," NJ ","07304","NICU Beds:50","Neonatologists:5","Neonatologists names: Suhail Alsheikh; Anjali Biswas; Oradee Chandavasu; Pen-Liang Chang; Surasak Puvabanditsin",NA
"498",498,"ST. BARNABAS MEDICAL CENTER","94 Old Short Hills Rd. Livingston  NJ  07039","94 Old Short Hills Rd.","Livingston"," NJ ","07039","NICU Beds:27","Neonatologists: 5","Neonatologists names: Jose Santo-Domingo; Agnes Soni; Shyan Sun; Jyotsna Tallapragada; Kamotorn Vangcanichyakorn",NA
"499",499,"MONMOUTH MEDICAL CENTER","300 Second Ave. Long Branch  NJ  07740","300 Second Ave.","Long Branch"," NJ ","07740","NICU Beds: 29","Neonatologists:4","Neonatologists names: Carlos Alemany; Howard Fox; Marianne Garland; Kirby Rekedal",NA
"500",500,"MORRISTOWN MEMORIAL HOSPITAL","100 Madison Ave. Morristown  NJ  07962","100 Madison Ave.","Morristown"," NJ ","07962","NICU Beds:26","Neonatotogists:4 ","Neonatologists names: Gaines Mimms; Andrew Schenkman; Calvin Shen; Lawrence Skolnick",NA
"501",501,"MEMORIAL HOSPITAL OF BULINGTON COUNTY","175 Madison Ave. Mount Holly  NJ  08060","175 Madison Ave.","Mount Holly"," NJ ","08060","NICU Bads:12","Neonatologists:",NA,"Refer to Children's Regional Hospital at Cooper Hospital, Camden"
"502",502,"JERSEY SHORE MEDICAL CENTER","1945 S. 33rd Neptune  NJ  07754","1945 S. 33rd","Neptune"," NJ ","07754","NICU Bads:30","Neonatologists:4","Neonatologists names: Elizzabeth Assing; Felipe Banzon; Mochael Graff; David Ramos",NA
"503",503,"ST. PETER'S MEDICAL CENTER","254 Easton Ave. New Brunswick  NJ  08903","254 Easton Ave.","New Brunswick"," NJ ","08903","NICU Beds:54","Neonatologists:7","Neonatologists names: Mujahid Anwar; Maria Terese Carbone; Thomas Hegyi; Mark Hiatt; Anne Koons; George Lambert; Barry Weinberger",NA
"504",504,"NEWARK BETH ISRAEL MEDICAL CENTER","201 Lyons Ave. Newark  NJ  07112","201 Lyons Ave.","Newark"," NJ ","07112","NICU Beds:47","Neonatoloaists:9","Neonatologists names: Excelsis Antonio; David Brown; Bhaktharaj Chelliah; Morris Cohen; Michelle Farin;Madhu Goyal; Richard Mnwood; Lorna Plaza; Bellipady Rai",NA
"505",505,"UNITED HOSPITALS MEDICAL CENTER","15 S. Ninth St. Newark  NJ  07107","15 S. Ninth St.","Newark"," NJ ","07107","NICU Beds:27","Neonatologists: 6","Neonatologists names: Antia Baldomer; Amelia Bautista; Sohun Ko; Richard Marshall; Maria Sanchez; Huey-Chung Tien",NA
"506",506,"UNIVERSITY HOSPITAL","185 S. Orange Ave. Newark  NJ  07103","185 S. Orange Ave.","Newark"," NJ ","07103","NICU Beds:52","Neonatologists: 6","Neonatologists names: Salma Ali; Elmer David; Hugh Evans; Barbara Glista; Anita Lim; Tzong-Jer Wei",NA
"507",507,"CHILDREN'S HOSPITAL AT ST. JOSEPH'S","703 Main St. Paterson  NJ  07503","703 Main St.","Paterson"," NJ ","07503","NICU Beds:50","Neonalologists: 6 ","Neonatologists names: Denis Diallo; Eric Lesser; Luis Marrero; Gregory Menken; Joaquin Miranda; Adel Zauk",NA
"508",508,"THE MEDICAL CENTER AT PRINCETON","253 Witherspoon St. Princeton  NJ  08540","253 Witherspoon St.","Princeton"," NJ ","08540","NICU Beds:10","Neonatologists:2","Neonatologists names: Anthony Marino; Brigitte Mhalyfi",NA
"509",509,"RIVERVIEW MEDICAL CENTER","1 Riverview Plaza Red Bank  NJ  07701","1 Riverview Plaza","Red Bank"," NJ ","07701","NICU Beds:5","Neonatologists: 1","Neonatologists names: Jeffrey France",NA
"510",510,"VALLEY HOSPITAL","223 N. Van Dien Ave. Ridgewood  NJ  07450","223 N. Van Dien Ave.","Ridgewood"," NJ ","07450","NICU Beds:14","Neonatologlsts: 2","Neonatologists names: Frank Manginello; Carmela Pane",NA
"511",511,"SOMERSET MEDICAL CENTER","110 Rehill Ave. Somerville  NJ  08876","110 Rehill Ave.","Somerville"," NJ ","08876","NICU Beds:6","Neonatologists: 1","Neonatologists names: Alberto Chavez ",NA
"512",512,"KENNEDY MEMORIAL HOSPITAL","18 E. Laurel Rd. Stratford  NJ  08084","18 E. Laurel Rd.","Stratford"," NJ ","08084","NICU Beds:10","Neonatologists: 3 ","Neonatologists names: Jane Ieradi; Milagros Malicdem; Bharti Razdan ",NA
"513",513,"OVERLOOK HOSPITAL","99 Beauvoir Ave. Summit  NJ  07902","99 Beauvoir Ave.","Summit"," NJ ","07902","NICU Beds:14","Neonatologists:2","Neonatologists names: Opehlia Mall; Charles Reisen",NA
"514",514,"COMMUNITY MEDICAL CENTER","99 Highway 37 W. Toms River  NJ  08755","99 Highway 37 W.","Toms River"," NJ ","08755","NICU Beds:16","Neonatologists: 4 ","Neonatologists names: Elizabeth Escalank; Vathsala Holla; Eul Kim; Delfor Salazar",NA
"515",515,"MERCER MEDICAL CENTER","446 Bellevue Ave. Trenton  NJ  08607","446 Bellevue Ave.","Trenton"," NJ ","08607","NICU Beds:22","Neonatologists: 6","Neonatologists names: Randi Axelrod; Rajiv Goel; Stephen Moffitt; Kerry Weiss; Fredereick Wirth",NA
"516",516,"WEST JERSEY HOSPITAL","101 Carnie Bivd. Voorhees  NJ  08043","101 Carnie Bivd.","Voorhees"," NJ ","08043","NICU Beds:18","Neonatologists:7","Neonatologists names: Elizabeth Fong-deLeon; Leonard Goldsmith; Jerome Hric; Janet Lioy; Michael Musci; Mary Pearlman; Steven St. Charles",NA
"517",517,"RANCOCAS HOSPITAL","218 A Sunset Rd. Willingboro  NJ  08046","218 A Sunset Rd.","Willingboro"," NJ ","08046","NICU Beds:10","Neonatologists:",NA,"Refer to West Jersey Hospital, Voorhees"
"518",518,"PRESBYTERIAN HOSPITAL","P,O. Box 26666 Abuquerque  NM  87125","P,O. Box 26666","Abuquerque"," NM ","87125","NICU Beds:40","Neonatologists:6","Neonatologists names: Virginia Hallinan; Naomi Lauriello; Rebecca Leonard; Randy Nederhoff; Paul Stobie; Sydney Swetnam",NA
"519",519,"UNIVERSITY OF NEW MEXICO SCHOOL OF MEDICINE","ACC 3-West Albuquerque  NM  87131","ACC 3-West","Albuquerque"," NM ","87131","NICU Beds:38","Neonalologists:9","Neonatologists names: Dale Alverson; Mary Armon; Benjamin Brann; Pamela Gewinner; Carol Kennon; Robin Ohls; Lu-Ann Papile; Renaye Savich; Susan Scott",NA
